SYMBOL,DATE,COMPANY,EXCHANGE,CLOSE
GBX,2013-11-21,Greenbrier Companies Inc,NYSE,29.41
GBX,2013-11-22,Greenbrier Companies Inc,NYSE,31
GBX,2013-11-25,Greenbrier Companies Inc,NYSE,31.19
GBX,2013-11-26,Greenbrier Companies Inc,NYSE,31.38
GBX,2013-11-27,Greenbrier Companies Inc,NYSE,31.46
GBX,2013-11-29,Greenbrier Companies Inc,NYSE,31.25
GBX,2013-12-02,Greenbrier Companies Inc,NYSE,31.47
GBX,2013-12-03,Greenbrier Companies Inc,NYSE,31.04
GBX,2013-12-04,Greenbrier Companies Inc,NYSE,31.14
GBX,2013-12-05,Greenbrier Companies Inc,NYSE,30.81
GBX,2013-12-06,Greenbrier Companies Inc,NYSE,30.82
GBX,2013-12-09,Greenbrier Companies Inc,NYSE,31.36
GBX,2013-12-10,Greenbrier Companies Inc,NYSE,32.12
GBX,2013-12-11,Greenbrier Companies Inc,NYSE,30.89
GBX,2013-12-12,Greenbrier Companies Inc,NYSE,31.07
GBX,2013-12-13,Greenbrier Companies Inc,NYSE,30.92
GBX,2013-12-16,Greenbrier Companies Inc,NYSE,31.69
GBX,2013-12-17,Greenbrier Companies Inc,NYSE,31.99
GBX,2013-12-18,Greenbrier Companies Inc,NYSE,32.39
GBX,2013-12-19,Greenbrier Companies Inc,NYSE,32.47
GBX,2013-12-20,Greenbrier Companies Inc,NYSE,32.63
GBX,2013-12-23,Greenbrier Companies Inc,NYSE,32.63
GBX,2013-12-24,Greenbrier Companies Inc,NYSE,32.77
GBX,2013-12-26,Greenbrier Companies Inc,NYSE,32.75
GBX,2013-12-27,Greenbrier Companies Inc,NYSE,32.83
GBX,2013-12-30,Greenbrier Companies Inc,NYSE,32.92
GBX,2013-12-31,Greenbrier Companies Inc,NYSE,32.84
GBX,2014-01-02,Greenbrier Companies Inc,NYSE,32.37
GBX,2014-01-03,Greenbrier Companies Inc,NYSE,32.32
GBX,2014-01-06,Greenbrier Companies Inc,NYSE,31.84
GBX,2014-01-07,Greenbrier Companies Inc,NYSE,32.22
GBX,2014-01-08,Greenbrier Companies Inc,NYSE,33.25
GBX,2014-01-09,Greenbrier Companies Inc,NYSE,34.51
GBX,2014-01-10,Greenbrier Companies Inc,NYSE,34.7
GBX,2014-01-13,Greenbrier Companies Inc,NYSE,34.7
GBX,2014-01-14,Greenbrier Companies Inc,NYSE,34.41
GBX,2014-01-15,Greenbrier Companies Inc,NYSE,34.94
GBX,2014-01-16,Greenbrier Companies Inc,NYSE,37.07
GBX,2014-01-17,Greenbrier Companies Inc,NYSE,36.17
GBX,2014-01-21,Greenbrier Companies Inc,NYSE,36.66
GBX,2014-01-22,Greenbrier Companies Inc,NYSE,37.27
GBX,2014-01-23,Greenbrier Companies Inc,NYSE,38
GBX,2014-01-24,Greenbrier Companies Inc,NYSE,36.62
GBX,2014-01-27,Greenbrier Companies Inc,NYSE,35.83
GBX,2014-01-28,Greenbrier Companies Inc,NYSE,36.76
GBX,2014-01-29,Greenbrier Companies Inc,NYSE,35.79
GBX,2014-01-30,Greenbrier Companies Inc,NYSE,37.01
GBX,2014-01-31,Greenbrier Companies Inc,NYSE,36.69
GBX,2014-02-03,Greenbrier Companies Inc,NYSE,33.98
GBX,2014-02-04,Greenbrier Companies Inc,NYSE,34.36
GBX,2014-02-05,Greenbrier Companies Inc,NYSE,33.19
GBX,2014-02-06,Greenbrier Companies Inc,NYSE,33.75
GBX,2014-02-07,Greenbrier Companies Inc,NYSE,34.7
GBX,2014-02-10,Greenbrier Companies Inc,NYSE,34.22
GBX,2014-02-11,Greenbrier Companies Inc,NYSE,35.29
GBX,2014-02-12,Greenbrier Companies Inc,NYSE,36.51
GBX,2014-02-13,Greenbrier Companies Inc,NYSE,37.15
GBX,2014-02-14,Greenbrier Companies Inc,NYSE,36.65
GBX,2014-02-18,Greenbrier Companies Inc,NYSE,37.85
GBX,2014-02-19,Greenbrier Companies Inc,NYSE,37.12
GBX,2014-02-20,Greenbrier Companies Inc,NYSE,39.34
GBX,2014-02-21,Greenbrier Companies Inc,NYSE,40.84
GBX,2014-02-24,Greenbrier Companies Inc,NYSE,41.2
GBX,2014-02-25,Greenbrier Companies Inc,NYSE,40.71
GBX,2014-02-26,Greenbrier Companies Inc,NYSE,41.4
GBX,2014-02-27,Greenbrier Companies Inc,NYSE,41.78
GBX,2014-02-28,Greenbrier Companies Inc,NYSE,42.07
GBX,2014-03-03,Greenbrier Companies Inc,NYSE,43.82
GBX,2014-03-04,Greenbrier Companies Inc,NYSE,44.85
GBX,2014-03-05,Greenbrier Companies Inc,NYSE,44.95
GBX,2014-03-06,Greenbrier Companies Inc,NYSE,45.72
GBX,2014-03-07,Greenbrier Companies Inc,NYSE,46.34
GBX,2014-03-10,Greenbrier Companies Inc,NYSE,45.54
GBX,2014-03-11,Greenbrier Companies Inc,NYSE,45.22
GBX,2014-03-12,Greenbrier Companies Inc,NYSE,46.14
GBX,2014-03-13,Greenbrier Companies Inc,NYSE,45.89
GBX,2014-03-14,Greenbrier Companies Inc,NYSE,46.22
GBX,2014-03-17,Greenbrier Companies Inc,NYSE,46.81
GBX,2014-03-18,Greenbrier Companies Inc,NYSE,47.2
GBX,2014-03-19,Greenbrier Companies Inc,NYSE,46.03
GBX,2014-03-20,Greenbrier Companies Inc,NYSE,46.12
GBX,2014-03-21,Greenbrier Companies Inc,NYSE,45.87
GBX,2014-03-24,Greenbrier Companies Inc,NYSE,46.3
GBX,2014-03-25,Greenbrier Companies Inc,NYSE,46.35
GBX,2014-03-26,Greenbrier Companies Inc,NYSE,44.23
GBX,2014-03-27,Greenbrier Companies Inc,NYSE,43.7
GBX,2014-03-28,Greenbrier Companies Inc,NYSE,44.31
GBX,2014-03-31,Greenbrier Companies Inc,NYSE,45.6
GBX,2014-04-01,Greenbrier Companies Inc,NYSE,46.97
GBX,2014-04-02,Greenbrier Companies Inc,NYSE,47.71
GBX,2014-04-03,Greenbrier Companies Inc,NYSE,46.56
GBX,2014-04-04,Greenbrier Companies Inc,NYSE,45.9
GBX,2014-04-07,Greenbrier Companies Inc,NYSE,43.21
GBX,2014-04-08,Greenbrier Companies Inc,NYSE,43.93
GBX,2014-04-09,Greenbrier Companies Inc,NYSE,45.15
GBX,2014-04-10,Greenbrier Companies Inc,NYSE,45
GBX,2014-04-11,Greenbrier Companies Inc,NYSE,43.37
GBX,2014-04-15,Greenbrier Companies Inc,NYSE,44.89
GBX,2014-04-16,Greenbrier Companies Inc,NYSE,46.17
GBX,2014-04-17,Greenbrier Companies Inc,NYSE,46.7
GBX,2014-04-21,Greenbrier Companies Inc,NYSE,46.73
GBX,2014-04-22,Greenbrier Companies Inc,NYSE,48.85
GBX,2014-04-23,Greenbrier Companies Inc,NYSE,48.37
GBX,2014-04-24,Greenbrier Companies Inc,NYSE,51.73
GBX,2014-04-25,Greenbrier Companies Inc,NYSE,50.2
GBX,2014-04-28,Greenbrier Companies Inc,NYSE,49.48
GBX,2014-04-29,Greenbrier Companies Inc,NYSE,50.06
GBX,2014-05-01,Greenbrier Companies Inc,NYSE,51.11
GBX,2014-05-02,Greenbrier Companies Inc,NYSE,50.83
GBX,2014-05-05,Greenbrier Companies Inc,NYSE,49.98
GBX,2014-05-06,Greenbrier Companies Inc,NYSE,49.39
GBX,2014-05-07,Greenbrier Companies Inc,NYSE,49.59
GBX,2014-05-08,Greenbrier Companies Inc,NYSE,48.44
GBX,2014-05-09,Greenbrier Companies Inc,NYSE,50.38
GBX,2014-05-12,Greenbrier Companies Inc,NYSE,51.88
GBX,2014-05-13,Greenbrier Companies Inc,NYSE,51.03
GBX,2014-05-14,Greenbrier Companies Inc,NYSE,50.35
GBX,2014-05-15,Greenbrier Companies Inc,NYSE,50.33
GBX,2014-05-16,Greenbrier Companies Inc,NYSE,51
GBX,2014-05-19,Greenbrier Companies Inc,NYSE,51.7
GBX,2014-05-20,Greenbrier Companies Inc,NYSE,50.61
GBX,2014-05-21,Greenbrier Companies Inc,NYSE,54.26
GBX,2014-05-22,Greenbrier Companies Inc,NYSE,54
GBX,2014-05-23,Greenbrier Companies Inc,NYSE,55.5
GBX,2014-05-27,Greenbrier Companies Inc,NYSE,55.61
GBX,2014-05-28,Greenbrier Companies Inc,NYSE,55.41
GBX,2014-05-29,Greenbrier Companies Inc,NYSE,55.66
GBX,2014-05-30,Greenbrier Companies Inc,NYSE,55.5
GBX,2014-06-02,Greenbrier Companies Inc,NYSE,56.46
GBX,2014-06-03,Greenbrier Companies Inc,NYSE,54.73
GBX,2014-06-04,Greenbrier Companies Inc,NYSE,55.2
GBX,2014-06-05,Greenbrier Companies Inc,NYSE,55.64
GBX,2014-06-06,Greenbrier Companies Inc,NYSE,56.31
GBX,2014-06-09,Greenbrier Companies Inc,NYSE,57.39
GBX,2014-06-10,Greenbrier Companies Inc,NYSE,57.64
GBX,2014-06-11,Greenbrier Companies Inc,NYSE,57.69
GBX,2014-06-12,Greenbrier Companies Inc,NYSE,56.26
GBX,2014-06-13,Greenbrier Companies Inc,NYSE,57.02
GBX,2014-06-16,Greenbrier Companies Inc,NYSE,58
GBX,2014-06-17,Greenbrier Companies Inc,NYSE,57.47
GBX,2014-06-18,Greenbrier Companies Inc,NYSE,58.68
GBX,2014-06-19,Greenbrier Companies Inc,NYSE,60.08
GBX,2014-06-20,Greenbrier Companies Inc,NYSE,59.12
GBX,2014-06-23,Greenbrier Companies Inc,NYSE,59.03
GBX,2014-06-24,Greenbrier Companies Inc,NYSE,57.94
GBX,2014-06-25,Greenbrier Companies Inc,NYSE,58.59
GBX,2014-06-26,Greenbrier Companies Inc,NYSE,58.01
GBX,2014-06-27,Greenbrier Companies Inc,NYSE,57.09
GBX,2014-06-30,Greenbrier Companies Inc,NYSE,57.6
GBX,2014-07-01,Greenbrier Companies Inc,NYSE,57.71
GBX,2014-07-02,Greenbrier Companies Inc,NYSE,64.61
GBX,2014-07-03,Greenbrier Companies Inc,NYSE,67.29
GBX,2014-07-07,Greenbrier Companies Inc,NYSE,65.85
GBX,2014-07-08,Greenbrier Companies Inc,NYSE,65.56
GBX,2014-07-09,Greenbrier Companies Inc,NYSE,65.99
GBX,2014-07-10,Greenbrier Companies Inc,NYSE,65.1
GBX,2014-07-11,Greenbrier Companies Inc,NYSE,65.01
GBX,2014-07-14,Greenbrier Companies Inc,NYSE,65.94
GBX,2014-07-15,Greenbrier Companies Inc,NYSE,65.15
GBX,2014-07-16,Greenbrier Companies Inc,NYSE,65.74
GBX,2014-07-17,Greenbrier Companies Inc,NYSE,64.61
GBX,2014-07-18,Greenbrier Companies Inc,NYSE,65.84
GBX,2014-07-21,Greenbrier Companies Inc,NYSE,64.9
GBX,2014-07-22,Greenbrier Companies Inc,NYSE,66.07
GBX,2014-07-23,Greenbrier Companies Inc,NYSE,66.59
GBX,2014-07-24,Greenbrier Companies Inc,NYSE,66.79
GBX,2014-07-25,Greenbrier Companies Inc,NYSE,66.98
GBX,2014-07-28,Greenbrier Companies Inc,NYSE,66.45
GBX,2014-07-29,Greenbrier Companies Inc,NYSE,66.23
GBX,2014-07-30,Greenbrier Companies Inc,NYSE,67.78
GBX,2014-07-31,Greenbrier Companies Inc,NYSE,64.45
GBX,2014-08-01,Greenbrier Companies Inc,NYSE,63.86
GBX,2014-08-04,Greenbrier Companies Inc,NYSE,65.2
GBX,2014-08-05,Greenbrier Companies Inc,NYSE,65.02
GBX,2014-08-06,Greenbrier Companies Inc,NYSE,61.36
GBX,2014-08-07,Greenbrier Companies Inc,NYSE,60.79
GBX,2014-08-08,Greenbrier Companies Inc,NYSE,62.71
GBX,2014-08-11,Greenbrier Companies Inc,NYSE,64.01
GBX,2014-08-12,Greenbrier Companies Inc,NYSE,62.86
GBX,2014-08-13,Greenbrier Companies Inc,NYSE,64.6
GBX,2014-08-14,Greenbrier Companies Inc,NYSE,64.38
GBX,2014-08-15,Greenbrier Companies Inc,NYSE,64.71
GBX,2014-08-18,Greenbrier Companies Inc,NYSE,68.02
GBX,2014-08-19,Greenbrier Companies Inc,NYSE,69.63
GBX,2014-08-20,Greenbrier Companies Inc,NYSE,70.79
GBX,2014-08-21,Greenbrier Companies Inc,NYSE,70.61
GBX,2014-08-22,Greenbrier Companies Inc,NYSE,71.3
GBX,2014-08-25,Greenbrier Companies Inc,NYSE,71.61
GBX,2014-08-26,Greenbrier Companies Inc,NYSE,71.05
GBX,2014-08-27,Greenbrier Companies Inc,NYSE,71.98
GBX,2014-08-28,Greenbrier Companies Inc,NYSE,71.34
GBX,2014-08-29,Greenbrier Companies Inc,NYSE,71.52
GBX,2014-09-02,Greenbrier Companies Inc,NYSE,73.24
GBX,2014-09-03,Greenbrier Companies Inc,NYSE,72.33
GBX,2014-09-04,Greenbrier Companies Inc,NYSE,72.8
GBX,2014-09-05,Greenbrier Companies Inc,NYSE,71.87
GBX,2014-09-08,Greenbrier Companies Inc,NYSE,72.07
GBX,2014-09-09,Greenbrier Companies Inc,NYSE,70.18
GBX,2014-09-10,Greenbrier Companies Inc,NYSE,69.97
GBX,2014-09-11,Greenbrier Companies Inc,NYSE,72.21
GBX,2014-09-12,Greenbrier Companies Inc,NYSE,71.97
GBX,2014-09-15,Greenbrier Companies Inc,NYSE,69.01
GBX,2014-09-16,Greenbrier Companies Inc,NYSE,71.72
GBX,2014-09-17,Greenbrier Companies Inc,NYSE,73.85
GBX,2014-09-18,Greenbrier Companies Inc,NYSE,77.54
GBX,2014-09-19,Greenbrier Companies Inc,NYSE,75.93
GBX,2014-09-22,Greenbrier Companies Inc,NYSE,75.13
GBX,2014-09-23,Greenbrier Companies Inc,NYSE,74.86
GBX,2014-09-24,Greenbrier Companies Inc,NYSE,75.26
GBX,2014-09-25,Greenbrier Companies Inc,NYSE,73.65
GBX,2014-09-26,Greenbrier Companies Inc,NYSE,75.87
GBX,2014-09-29,Greenbrier Companies Inc,NYSE,74.54
GBX,2014-09-30,Greenbrier Companies Inc,NYSE,73.38
GBX,2014-10-01,Greenbrier Companies Inc,NYSE,65.91
GBX,2014-10-02,Greenbrier Companies Inc,NYSE,64.37
GBX,2014-10-03,Greenbrier Companies Inc,NYSE,65
GBX,2014-10-06,Greenbrier Companies Inc,NYSE,63.1
GBX,2014-10-07,Greenbrier Companies Inc,NYSE,60.16
GBX,2014-10-08,Greenbrier Companies Inc,NYSE,60.08
GBX,2014-10-09,Greenbrier Companies Inc,NYSE,56.4
GBX,2014-10-10,Greenbrier Companies Inc,NYSE,54.08
GBX,2014-10-13,Greenbrier Companies Inc,NYSE,48.52
GBX,2014-10-14,Greenbrier Companies Inc,NYSE,47.62
GBX,2014-10-15,Greenbrier Companies Inc,NYSE,49.48
GBX,2014-10-16,Greenbrier Companies Inc,NYSE,52.95
GBX,2014-10-17,Greenbrier Companies Inc,NYSE,55.67
GBX,2014-10-20,Greenbrier Companies Inc,NYSE,55.13
GBX,2014-10-21,Greenbrier Companies Inc,NYSE,58.23
GBX,2014-10-22,Greenbrier Companies Inc,NYSE,57.58
GBX,2014-10-23,Greenbrier Companies Inc,NYSE,62.98
GBX,2014-10-24,Greenbrier Companies Inc,NYSE,62.3
GBX,2014-10-27,Greenbrier Companies Inc,NYSE,61.09
GBX,2014-10-28,Greenbrier Companies Inc,NYSE,64.57
GBX,2014-10-29,Greenbrier Companies Inc,NYSE,63.26
GBX,2014-10-30,Greenbrier Companies Inc,NYSE,60.74
GBX,2014-10-31,Greenbrier Companies Inc,NYSE,62.54
GBX,2014-11-03,Greenbrier Companies Inc,NYSE,61.11
GBX,2014-11-04,Greenbrier Companies Inc,NYSE,57.31
GBX,2014-11-05,Greenbrier Companies Inc,NYSE,57.95
GBX,2014-11-06,Greenbrier Companies Inc,NYSE,60.13
GBX,2014-11-07,Greenbrier Companies Inc,NYSE,59.91
GBX,2014-11-10,Greenbrier Companies Inc,NYSE,61
GBX,2014-11-11,Greenbrier Companies Inc,NYSE,61.5
GBX,2014-11-12,Greenbrier Companies Inc,NYSE,62.45
GBX,2014-11-13,Greenbrier Companies Inc,NYSE,63.5
GBX,2014-11-14,Greenbrier Companies Inc,NYSE,62.63
GBX,2014-11-17,Greenbrier Companies Inc,NYSE,62.91
GBX,2014-11-18,Greenbrier Companies Inc,NYSE,64.45
GBX,2014-11-19,Greenbrier Companies Inc,NYSE,63.49
GBX,2014-11-20,Greenbrier Companies Inc,NYSE,65.08
GBX,2014-11-21,Greenbrier Companies Inc,NYSE,65.86
GBX,2014-11-24,Greenbrier Companies Inc,NYSE,66.43
GBX,2014-11-25,Greenbrier Companies Inc,NYSE,66.22
GBX,2014-11-26,Greenbrier Companies Inc,NYSE,65.29
GBX,2014-11-28,Greenbrier Companies Inc,NYSE,55.48
GBX,2014-12-01,Greenbrier Companies Inc,NYSE,47.47
GBX,2014-12-02,Greenbrier Companies Inc,NYSE,51.43
GBX,2014-12-03,Greenbrier Companies Inc,NYSE,52.95
GBX,2014-12-04,Greenbrier Companies Inc,NYSE,51.46
GBX,2014-12-05,Greenbrier Companies Inc,NYSE,50.32
GBX,2014-12-08,Greenbrier Companies Inc,NYSE,47.85
GBX,2014-12-09,Greenbrier Companies Inc,NYSE,48.18
GBX,2014-12-10,Greenbrier Companies Inc,NYSE,44.41
GBX,2014-12-11,Greenbrier Companies Inc,NYSE,45.72
GBX,2014-12-12,Greenbrier Companies Inc,NYSE,45
GBX,2014-12-15,Greenbrier Companies Inc,NYSE,43.74
GBX,2014-12-16,Greenbrier Companies Inc,NYSE,43.06
GBX,2014-12-17,Greenbrier Companies Inc,NYSE,46.51
GBX,2014-12-18,Greenbrier Companies Inc,NYSE,48.8
GBX,2014-12-19,Greenbrier Companies Inc,NYSE,49.13
GBX,2014-12-22,Greenbrier Companies Inc,NYSE,48.67
GBX,2014-12-23,Greenbrier Companies Inc,NYSE,51.12
GBX,2014-12-24,Greenbrier Companies Inc,NYSE,51.59
GBX,2014-12-26,Greenbrier Companies Inc,NYSE,53.19
GBX,2014-12-29,Greenbrier Companies Inc,NYSE,54.84
GBX,2014-12-30,Greenbrier Companies Inc,NYSE,53.25
GBX,2014-12-31,Greenbrier Companies Inc,NYSE,53.73
GBX,2015-01-02,Greenbrier Companies Inc,NYSE,53.96
GBX,2015-01-05,Greenbrier Companies Inc,NYSE,52.07
GBX,2015-01-06,Greenbrier Companies Inc,NYSE,49.31
GBX,2015-01-07,Greenbrier Companies Inc,NYSE,51.9
GBX,2015-01-08,Greenbrier Companies Inc,NYSE,54.7
GBX,2015-01-09,Greenbrier Companies Inc,NYSE,52.76
GBX,2015-01-12,Greenbrier Companies Inc,NYSE,50.61
GBX,2015-01-13,Greenbrier Companies Inc,NYSE,50.8
GBX,2015-01-14,Greenbrier Companies Inc,NYSE,51.5
GBX,2015-01-15,Greenbrier Companies Inc,NYSE,49.75
GBX,2015-01-16,Greenbrier Companies Inc,NYSE,50.48
GBX,2015-01-20,Greenbrier Companies Inc,NYSE,49.97
GBX,2015-01-21,Greenbrier Companies Inc,NYSE,51.68
GBX,2015-01-22,Greenbrier Companies Inc,NYSE,53.67
GBX,2015-01-23,Greenbrier Companies Inc,NYSE,52.69
GBX,2015-01-26,Greenbrier Companies Inc,NYSE,54.85
GBX,2015-01-27,Greenbrier Companies Inc,NYSE,56.37
GBX,2015-01-28,Greenbrier Companies Inc,NYSE,53.07
GBX,2015-01-29,Greenbrier Companies Inc,NYSE,53.81
GBX,2015-01-30,Greenbrier Companies Inc,NYSE,51.93
GBX,2015-02-02,Greenbrier Companies Inc,NYSE,53.45
GBX,2015-02-03,Greenbrier Companies Inc,NYSE,55.59
GBX,2015-02-04,Greenbrier Companies Inc,NYSE,55.69
GBX,2015-02-05,Greenbrier Companies Inc,NYSE,56.62
GBX,2015-02-06,Greenbrier Companies Inc,NYSE,57.72
GBX,2015-02-09,Greenbrier Companies Inc,NYSE,58.42
GBX,2015-02-10,Greenbrier Companies Inc,NYSE,57.92
GBX,2015-02-11,Greenbrier Companies Inc,NYSE,57.49
GBX,2015-02-12,Greenbrier Companies Inc,NYSE,57.81
GBX,2015-02-13,Greenbrier Companies Inc,NYSE,57.22
GBX,2015-02-17,Greenbrier Companies Inc,NYSE,57.36
GBX,2015-02-18,Greenbrier Companies Inc,NYSE,56.1
GBX,2015-02-19,Greenbrier Companies Inc,NYSE,57.34
GBX,2015-02-20,Greenbrier Companies Inc,NYSE,58.65
GBX,2015-02-23,Greenbrier Companies Inc,NYSE,59.42
GBX,2015-02-24,Greenbrier Companies Inc,NYSE,59.9
GBX,2015-02-25,Greenbrier Companies Inc,NYSE,60.22
GBX,2015-02-26,Greenbrier Companies Inc,NYSE,58.56
GBX,2015-02-27,Greenbrier Companies Inc,NYSE,58.77
GBX,2015-03-02,Greenbrier Companies Inc,NYSE,59.18
GBX,2015-03-03,Greenbrier Companies Inc,NYSE,57.12
GBX,2015-03-04,Greenbrier Companies Inc,NYSE,56.55
GBX,2015-03-05,Greenbrier Companies Inc,NYSE,55.81
GBX,2015-03-06,Greenbrier Companies Inc,NYSE,55.88
GBX,2015-03-09,Greenbrier Companies Inc,NYSE,53.77
GBX,2015-03-10,Greenbrier Companies Inc,NYSE,51.27
GBX,2015-03-11,Greenbrier Companies Inc,NYSE,51.84
GBX,2015-03-12,Greenbrier Companies Inc,NYSE,54.51
GBX,2015-03-13,Greenbrier Companies Inc,NYSE,54.84
GBX,2015-03-16,Greenbrier Companies Inc,NYSE,54.32
GBX,2015-03-17,Greenbrier Companies Inc,NYSE,56.37
GBX,2015-03-18,Greenbrier Companies Inc,NYSE,56.7
GBX,2015-03-19,Greenbrier Companies Inc,NYSE,56.44
GBX,2015-03-20,Greenbrier Companies Inc,NYSE,56.98
GBX,2015-03-23,Greenbrier Companies Inc,NYSE,56.88
GBX,2015-03-24,Greenbrier Companies Inc,NYSE,57.36
GBX,2015-03-25,Greenbrier Companies Inc,NYSE,56.2
GBX,2015-03-26,Greenbrier Companies Inc,NYSE,56.34
GBX,2015-03-27,Greenbrier Companies Inc,NYSE,56.98
GBX,2015-03-30,Greenbrier Companies Inc,NYSE,57.6
GBX,2015-03-31,Greenbrier Companies Inc,NYSE,58
GBX,2015-04-01,Greenbrier Companies Inc,NYSE,58.65
GBX,2015-04-02,Greenbrier Companies Inc,NYSE,58.89
GBX,2015-04-06,Greenbrier Companies Inc,NYSE,60.6
GBX,2015-04-07,Greenbrier Companies Inc,NYSE,62.43
GBX,2015-04-08,Greenbrier Companies Inc,NYSE,63.76
GBX,2015-04-09,Greenbrier Companies Inc,NYSE,63.13
GBX,2015-04-10,Greenbrier Companies Inc,NYSE,61.53
GBX,2015-04-13,Greenbrier Companies Inc,NYSE,62.97
GBX,2015-04-14,Greenbrier Companies Inc,NYSE,63.15
GBX,2015-04-15,Greenbrier Companies Inc,NYSE,65.83
GBX,2015-04-16,Greenbrier Companies Inc,NYSE,65.54
GBX,2015-04-17,Greenbrier Companies Inc,NYSE,63.52
GBX,2015-04-20,Greenbrier Companies Inc,NYSE,63.82
GBX,2015-04-21,Greenbrier Companies Inc,NYSE,63.81
GBX,2015-04-22,Greenbrier Companies Inc,NYSE,64.37
GBX,2015-04-23,Greenbrier Companies Inc,NYSE,64.95
GBX,2015-04-24,Greenbrier Companies Inc,NYSE,61.42
GBX,2015-04-27,Greenbrier Companies Inc,NYSE,57.21
GBX,2015-04-28,Greenbrier Companies Inc,NYSE,55.84
GBX,2015-04-29,Greenbrier Companies Inc,NYSE,57.74
GBX,2015-04-30,Greenbrier Companies Inc,NYSE,57.69
GBX,2015-05-01,Greenbrier Companies Inc,NYSE,62.33
GBX,2015-05-04,Greenbrier Companies Inc,NYSE,63.42
GBX,2015-05-05,Greenbrier Companies Inc,NYSE,63.76
GBX,2015-05-06,Greenbrier Companies Inc,NYSE,63.2
GBX,2015-05-07,Greenbrier Companies Inc,NYSE,63.25
GBX,2015-05-08,Greenbrier Companies Inc,NYSE,62.65
GBX,2015-05-11,Greenbrier Companies Inc,NYSE,62.02
GBX,2015-05-12,Greenbrier Companies Inc,NYSE,60.81
GBX,2015-05-13,Greenbrier Companies Inc,NYSE,61.11
GBX,2015-05-14,Greenbrier Companies Inc,NYSE,60.57
GBX,2015-05-15,Greenbrier Companies Inc,NYSE,61.23
GBX,2015-05-18,Greenbrier Companies Inc,NYSE,62.6
GBX,2015-05-19,Greenbrier Companies Inc,NYSE,61.6
GBX,2015-05-20,Greenbrier Companies Inc,NYSE,61.75
GBX,2015-05-21,Greenbrier Companies Inc,NYSE,62.82
GBX,2015-05-22,Greenbrier Companies Inc,NYSE,61.91
GBX,2015-05-26,Greenbrier Companies Inc,NYSE,60.11
GBX,2015-05-27,Greenbrier Companies Inc,NYSE,60.91
GBX,2015-05-28,Greenbrier Companies Inc,NYSE,60.33
GBX,2015-05-29,Greenbrier Companies Inc,NYSE,60.23
GBX,2015-06-01,Greenbrier Companies Inc,NYSE,60.08
GBX,2015-06-02,Greenbrier Companies Inc,NYSE,60.82
GBX,2015-06-03,Greenbrier Companies Inc,NYSE,61.38
GBX,2015-06-04,Greenbrier Companies Inc,NYSE,61.19
GBX,2015-06-05,Greenbrier Companies Inc,NYSE,61.27
GBX,2015-06-08,Greenbrier Companies Inc,NYSE,60.57
GBX,2015-06-09,Greenbrier Companies Inc,NYSE,58.7
GBX,2015-06-10,Greenbrier Companies Inc,NYSE,59.63
GBX,2015-06-11,Greenbrier Companies Inc,NYSE,60.97
GBX,2015-06-12,Greenbrier Companies Inc,NYSE,59.92
GBX,2015-06-15,Greenbrier Companies Inc,NYSE,59.57
GBX,2015-06-16,Greenbrier Companies Inc,NYSE,53.47
GBX,2015-06-17,Greenbrier Companies Inc,NYSE,52.49
GBX,2015-06-18,Greenbrier Companies Inc,NYSE,53.87
GBX,2015-06-19,Greenbrier Companies Inc,NYSE,53.48
GBX,2015-06-22,Greenbrier Companies Inc,NYSE,52.59
GBX,2015-06-23,Greenbrier Companies Inc,NYSE,53.3
GBX,2015-06-24,Greenbrier Companies Inc,NYSE,51.95
GBX,2015-06-25,Greenbrier Companies Inc,NYSE,49.5
GBX,2015-06-26,Greenbrier Companies Inc,NYSE,48.01
GBX,2015-06-29,Greenbrier Companies Inc,NYSE,46.9
GBX,2015-06-30,Greenbrier Companies Inc,NYSE,46.85
GBX,2015-07-01,Greenbrier Companies Inc,NYSE,47.71
GBX,2015-07-02,Greenbrier Companies Inc,NYSE,48.58
GBX,2015-07-06,Greenbrier Companies Inc,NYSE,46.22
GBX,2015-07-07,Greenbrier Companies Inc,NYSE,47.28
GBX,2015-07-08,Greenbrier Companies Inc,NYSE,46.5
GBX,2015-07-09,Greenbrier Companies Inc,NYSE,46.97
GBX,2015-07-10,Greenbrier Companies Inc,NYSE,47.69
GBX,2015-07-13,Greenbrier Companies Inc,NYSE,48.21
GBX,2015-07-14,Greenbrier Companies Inc,NYSE,48.06
GBX,2015-07-15,Greenbrier Companies Inc,NYSE,46.04
GBX,2015-07-16,Greenbrier Companies Inc,NYSE,46.68
GBX,2015-07-17,Greenbrier Companies Inc,NYSE,44.62
GBX,2015-07-20,Greenbrier Companies Inc,NYSE,43.99
GBX,2015-07-21,Greenbrier Companies Inc,NYSE,45.76
GBX,2015-07-22,Greenbrier Companies Inc,NYSE,45.09
GBX,2015-07-23,Greenbrier Companies Inc,NYSE,43.93
GBX,2015-07-24,Greenbrier Companies Inc,NYSE,44.19
GBX,2015-07-27,Greenbrier Companies Inc,NYSE,45.48
GBX,2015-07-28,Greenbrier Companies Inc,NYSE,46.36
GBX,2015-07-29,Greenbrier Companies Inc,NYSE,47.64
GBX,2015-07-30,Greenbrier Companies Inc,NYSE,45.79
GBX,2015-07-31,Greenbrier Companies Inc,NYSE,45.75
